Condition,CodeType,DxCodeLocation,DxCode,,,,,,
HIPFRAC,ICD10DX,ANY,S32.316B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.391A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.391B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.392A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.392B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.399A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.399B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.401A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.401B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.402A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.402B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.409A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.409B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.411A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.411B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.412A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.412B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.413A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.413B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.414A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.414B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.415A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.415B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.416A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.416B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.421A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.421B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.422A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.422B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.423A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.423B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.424A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.424B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.425A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.425B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.426A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.426B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.431A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.431B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.432A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.432B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.433A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.433B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.434A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.434B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.435A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.435B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.436A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.436B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.441A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.441B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.442A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.442B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.443A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.443B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.444A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.444B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.445A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.445B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.446A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.446B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.451A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.451B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.452A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.452B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.453A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.453B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.454A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.454B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.455A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.455B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.456A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.456B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.461A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.461B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.462A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.462B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.463A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.463B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.464A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.464B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.465A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.465B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.466A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.466B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.471A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.471B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.472A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.472B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.473A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.473B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.474A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.474B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.475A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.475B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.476A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.476B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.481A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.481B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.482A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.482B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.483A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.483B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.484A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.484B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.485A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.485B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.486A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.486B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.491A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.491B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.492A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.492B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.499A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.499B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.501A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.501B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.502A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.502B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.509A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.509B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.511A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.511B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.512A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.512B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.519A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.519B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.591A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.591B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.592A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.592B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.599A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.599B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.601A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.601B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.602A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.602B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.609A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.609B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.611A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.611B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.612A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.612B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.613A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.613B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.614A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.614B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.615A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.615B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.616A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.616B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.691A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.691B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.692A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.692B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.699A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.699B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.810A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.810B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.811A,,,,,,
HIPFRAC,ICD10DX,ANY,S32.811B,,,,,,
HIPFRAC,ICD10DX,ANY,S32.82XA,,,,,,
HIPFRAC,ICD10DX,ANY,S32.82XB,,,,,,
HIPFRAC,ICD10DX,ANY,S32.89XA,,,,,,
HIPFRAC,ICD10DX,ANY,S32.89XB,,,,,,
HIPFRAC,ICD10DX,ANY,S32.9XXA,,,,,,
HIPFRAC,ICD10DX,ANY,S32.9XXB,,,,,,
HIPFRAC,ICD10DX,ANY,S72.001A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.001B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.001C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.002A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.002B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.002C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.009A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.009B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.009C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.011A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.011B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.011C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.012A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.012B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.012C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.019A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.019B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.019C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.021A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.021B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.021C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.022A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.022B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.022C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.023A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.023B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.023C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.024A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.024B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.024C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.025A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.025B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.025C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.026A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.026B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.026C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.031A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.031B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.031C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.032A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.032B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.032C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.033A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.033B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.033C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.034A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.034B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.034C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.035A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.035B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.035C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.036A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.036B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.036C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.041A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.041B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.041C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.042A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.042B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.042C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.043A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.043B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.043C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.044A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.044B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.044C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.045A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.045B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.045C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.046A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.046B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.046C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.051A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.051B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.051C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.052A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.052B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.052C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.059A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.059B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.059C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.061A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.061B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.061C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.062A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.062B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.062C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.063A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.063B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.063C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.064A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.064B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.064C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.065A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.065B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.065C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.066A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.066B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.066C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.091A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.091B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.091C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.092A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.092B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.092C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.099A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.099B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.099C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.101A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.101B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.101C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.102A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.102B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.102C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.109A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.109B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.109C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.111A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.111B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.111C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.112A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.112B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.112C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.113A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.113B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.113C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.114A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.114B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.114C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.115A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.115B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.115C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.116A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.116B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.116C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.121A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.121B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.121C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.122A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.122B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.122C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.123A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.123B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.123C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.124A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.124B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.124C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.125A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.125B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.125C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.126A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.126B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.126C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.131A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.131B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.131C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.132A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.132B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.132C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.133A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.133B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.133C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.134A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.134B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.134C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.135A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.135B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.135C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.136A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.136B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.136C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.141A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.141B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.141C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.142A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.142B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.142C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.143A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.143B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.143C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.144A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.144B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.144C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.145A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.145B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.145C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.146A,,,,,,
HIPFRAC,ICD10DX,ANY,S72.146B,,,,,,
HIPFRAC,ICD10DX,ANY,S72.146C,,,,,,
HIPFRAC,ICD10DX,ANY,S72.21XA,,,,,,
HIPFRAC,ICD10DX,ANY,S72.21XB,,,,,,
HIPFRAC,ICD10DX,ANY,S72.21XC,,,,,,
HIPFRAC,ICD10DX,ANY,S72.22XA,,,,,,
HIPFRAC,ICD10DX,ANY,S72.22XB,,,,,,
HIPFRAC,ICD10DX,ANY,S72.22XC,,,,,,
HIPFRAC,ICD10DX,ANY,S72.23XA,,,,,,
HIPFRAC,ICD10DX,ANY,S72.23XB,,,,,,
HIPFRAC,ICD10DX,ANY,S72.23XC,,,,,,
HIPFRAC,ICD10DX,ANY,S72.24XA,,,,,,
HIPFRAC,ICD10DX,ANY,S72.24XB,,,,,,
HIPFRAC,ICD10DX,ANY,S72.24XC,,,,,,
HIPFRAC,ICD10DX,ANY,S72.25XA,,,,,,
HIPFRAC,ICD10DX,ANY,S72.25XB,,,,,,
HIPFRAC,ICD10DX,ANY,S72.25XC,,,,,,
HIPFRAC,ICD10DX,ANY,S72.26XA,,,,,,
HIPFRAC,ICD10DX,ANY,S72.26XB,,,,,,
HIPFRAC,ICD10DX,ANY,S72.26XC,,,,,,
HIPFRAC,ICD10DX,ANY,S79.001A,,,,,,
HIPFRAC,ICD10DX,ANY,S79.002A,,,,,,
HIPFRAC,ICD10DX,ANY,S79.009A,,,,,,
HIPFRAC,ICD10DX,ANY,S79.011A,,,,,,
HIPFRAC,ICD10DX,ANY,S79.012A,,,,,,
HIPFRAC,ICD10DX,ANY,S79.019A,,,,,,
HIPFRAC,ICD10DX,ANY,S79.091A,,,,,,
HIPFRAC,ICD10DX,ANY,S79.092A,,,,,,
HIPFRAC,ICD10DX,ANY,S79.099A,,,,,,
HIPFRAC,ICD9DX,ANY,733.14,,,,,,
HIPFRAC,ICD9DX,ANY,733.15,,,,,,
HIPFRAC,ICD9DX,ANY,733.96,,,,,,
HIPFRAC,ICD9DX,ANY,733.97,,,,,,
HIPFRAC,ICD9DX,ANY,733.98,,,,,,
HIPFRAC,ICD9DX,ANY,808,,,,,,
HIPFRAC,ICD9DX,ANY,808.1,,,,,,
HIPFRAC,ICD9DX,ANY,808.2,,,,,,
HIPFRAC,ICD9DX,ANY,808.3,,,,,,
HIPFRAC,ICD9DX,ANY,808.41,,,,,,
HIPFRAC,ICD9DX,ANY,808.42,,,,,,
HIPFRAC,ICD9DX,ANY,808.43,,,,,,
HIPFRAC,ICD9DX,ANY,808.44,,,,,,
HIPFRAC,ICD9DX,ANY,808.49,,,,,,
HIPFRAC,ICD9DX,ANY,808.51,,,,,,
HIPFRAC,ICD9DX,ANY,808.52,,,,,,
HIPFRAC,ICD9DX,ANY,808.53,,,,,,
HIPFRAC,ICD9DX,ANY,808.54,,,,,,
HIPFRAC,ICD9DX,ANY,808.59,,,,,,
HIPFRAC,ICD9DX,ANY,808.8,,,,,,
HIPFRAC,ICD9DX,ANY,808.9,,,,,,
HIPFRAC,ICD9DX,ANY,820,,,,,,
HIPFRAC,ICD9DX,ANY,820.01,,,,,,
HIPFRAC,ICD9DX,ANY,820.02,,,,,,
HIPFRAC,ICD9DX,ANY,820.03,,,,,,
HIPFRAC,ICD9DX,ANY,820.09,,,,,,
HIPFRAC,ICD9DX,ANY,820.1,,,,,,
HIPFRAC,ICD9DX,ANY,820.11,,,,,,
HIPFRAC,ICD9DX,ANY,820.12,,,,,,
HIPFRAC,ICD9DX,ANY,820.13,,,,,,
HIPFRAC,ICD9DX,ANY,820.19,,,,,,
HIPFRAC,ICD9DX,ANY,820.2,,,,,,
HIPFRAC,ICD9DX,ANY,820.21,,,,,,
HIPFRAC,ICD9DX,ANY,820.22,,,,,,
HIPFRAC,ICD9DX,ANY,820.3,,,,,,
HIPFRAC,ICD9DX,ANY,820.31,,,,,,
HIPFRAC,ICD9DX,ANY,820.32,,,,,,
HIPFRAC,ICD9DX,ANY,820.8,,,,,,
HIPFRAC,ICD9DX,ANY,820.9,,,,,,
HYPERL,ICD10DX,ANY,E78.0,,,,,,
HYPERL,ICD10DX,ANY,E78.00,,,,,,
HYPERL,ICD10DX,ANY,E78.01,,,,,,
HYPERL,ICD10DX,ANY,E78.1,,,,,,
HYPERL,ICD10DX,ANY,E78.2,,,,,,
HYPERL,ICD10DX,ANY,E78.3,,,,,,
HYPERL,ICD10DX,ANY,E78.4,,,,,,
HYPERL,ICD10DX,ANY,E78.41,,,,,,
HYPERL,ICD10DX,ANY,E78.49,,,,,,
HYPERL,ICD10DX,ANY,E78.5,,,,,,
HYPERL,ICD9DX,ANY,272,,,,,,
HYPERL,ICD9DX,ANY,272.1,,,,,,
HYPERL,ICD9DX,ANY,272.2,,,,,,
HYPERL,ICD9DX,ANY,272.3,,,,,,
HYPERL,ICD9DX,ANY,272.4,,,,,,
HYPERP,ICD10DX,ANY,N40.0,,N40.0, N40.1, N40.2, N40.3, N42.83
HYPERP,ICD10DX,ANY,N40.1,,,,,,
HYPERP,ICD10DX,ANY,N40.2,,,,,,
HYPERP,ICD10DX,ANY,N40.3,,,,,,
HYPERP,ICD10DX,ANY,N42.83,,,,,,
HYPERP,ICD9DX,ANY,600,,,,,,
HYPERP,ICD9DX,ANY,600.01,,,,,,
HYPERP,ICD9DX,ANY,600.1,,,,,,
HYPERP,ICD9DX,ANY,600.11,,,,,,
HYPERP,ICD9DX,ANY,600.2,,,,,,
HYPERP,ICD9DX,ANY,600.21,,,,,,
HYPERP,ICD9DX,ANY,600.3,,,,,,
HYPERP,ICD9DX,ANY,600.9,,,,,,
HYPERP,ICD9DX,ANY,600.91,,,,,,
HYPERT,ICD10DX,ANY,H35.031,,,,,,
HYPERT,ICD10DX,ANY,H35.032,,,,,,
HYPERT,ICD10DX,ANY,H35.033,,,,,,
HYPERT,ICD10DX,ANY,H35.039,,,,,,
